cidade,data,ano,mes,temperatura_media,precipitacao,casos
,2015-07-19,2015,7,25.1,1.4000000000000001,
Natal,2015-06-22,2015,6,25.0,4.2,1
Natal,2015-08-05,2015,8,25.450000000000003,1.4,2
,2015-08-30,2015,8,26.85,0.0,
Natal,2023-07-25,2023,7,25.6,0.0,4
Natal,2023-10-11,2023,10,27.9,0.0,4
Natal,2023-07-15,2023,7,27.799999999999997,0.0,7
Natal,2024-02-02,2024,2,,,9
Natal,2024-01-26,2024,1,,,9
Natal,2023-10-16,2023,10,28.05,0.0,2
Natal,2016-03-07,2016,3,28.0,0.0,18
Natal,2016-01-19,2016,1,26.549999999999997,0.0,2
,2016-11-15,2016,11,27.950000000000003,0.0,
,2016-11-20,2016,11,27.950000000000003,0.0,
,2016-10-21,2016,10,27.1,3.2,
,2016-12-20,2016,12,27.299999999999997,1.0,
Natal,2016-04-08,2016,4,28.05,0.0,3
Natal,2016-06-01,2016,6,27.25,0.0,1
Natal,2016-04-14,2016,4,27.700000000000003,2.2,1
,2016-03-24,2016,3,28.6,0.0,
Natal,2016-06-02,2016,6,26.6,0.0,1
Natal,2016-12-05,2016,12,28.35,0.0,1
,2016-12-04,2016,12,27.7,1.2,
Natal,2016-04-20,2016,4,27.299999999999997,0.8,4
Natal,2016-03-14,2016,3,27.75,1.0,14
Natal,2016-03-26,2016,3,28.6,0.0,1
,2016-10-26,2016,10,27.6,0.0,
,2016-10-04,2016,10,27.049999999999997,0.0,
Natal,2016-04-18,2016,4,27.3,11.200000000000001,2
Natal,2016-04-15,2016,4,27.55,3.4,1
Natal,2016-04-01,2016,4,26.65,5.2,5
,2016-11-09,2016,11,27.25,0.2,
Natal,2016-05-04,2016,5,26.1,3.0,1
Natal,2016-04-05,2016,4,28.05,2.4000000000000004,3
Natal,2016-03-23,2016,3,29.299999999999997,0.0,10
,2016-07-17,2016,7,25.200000000000003,0.0,
,2016-08-12,2016,8,26.15,0.0,
Natal,2016-03-31,2016,3,27.15,11.000000000000002,6
,2016-08-19,2016,8,26.65,0.8,
Natal,2016-05-28,2016,5,26.75,0.0,1
,2016-08-20,2016,8,25.1,46.2,
,2016-06-26,2016,6,24.55,19.6,
,2016-08-27,2016,8,25.3,0.0,
,2016-11-04,2016,11,28.0,0.0,
,2016-05-15,2016,5,27.049999999999997,0.0,
,2016-07-31,2016,7,25.25,0.0,
,2016-08-29,2016,8,25.7,0.6,
,2016-09-03,2016,9,27.05,0.0,
,2016-06-23,2016,6,24.7,27.399999999999995,
Natal,2016-08-08,2016,8,25.700000000000003,1.4,1
Natal,2016-08-10,2016,8,25.8,0.0,3
Natal,2016-06-13,2016,6,26.4,0.0,1
,2022-01-15,2022,1,26.700000000000003,0.0,
Natal,2022-02-08,2022,2,28.85,0.0,4
Natal,2022-02-12,2022,2,28.6,0.0,2
Natal,2022-04-08,2022,4,27.9,0.0,31
,2022-11-27,2022,11,,,
Natal,2022-12-28,2022,12,,,4
Natal,2022-11-28,2022,11,,,1
Natal,2022-03-26,2022,3,26.85,0.0,1
Natal,2022-11-23,2022,11,,,6
Natal,2022-11-26,2022,11,,,1
Natal,2022-01-28,2022,1,27.950000000000003,0.0,2
Natal,2022-12-06,2022,12,,,4
Natal,2022-03-19,2022,3,25.6,0.0,3
Natal,2022-01-14,2022,1,28.0,0.0,1
Natal,2022-01-20,2022,1,29.2,0.0,4
Natal,2022-01-22,2022,1,28.85,0.0,5
Natal,2022-01-13,2022,1,28.2,0.0,1
Natal,2022-03-20,2022,3,27.85,0.0,4
Natal,2022-03-06,2022,3,27.35,0.0,1
Natal,2022-10-30,2022,10,27.65,1.2,5
Natal,2022-06-01,2022,6,26.35,,110
Natal,2022-10-31,2022,10,27.1,0.0,6
Natal,2022-05-03,2022,5,28.3,,53
Natal,2022-11-04,2022,11,28.75,0.0,5
Natal,2022-06-06,2022,6,25.950000000000003,,69
Natal,2022-11-18,2022,11,27.1,0.6000000000000001,2
Natal,2022-04-28,2022,4,27.299999999999997,0.0,50
Natal,2022-06-26,2022,6,26.3,0.0,22
Natal,2022-05-17,2022,5,28.25,,43
Natal,2022-10-28,2022,10,27.95,0.0,6
Natal,2022-05-13,2022,5,25.7,,26
Natal,2022-09-22,2022,9,27.450000000000003,0.0,11
Natal,2022-10-15,2022,10,26.6,0.0,4
Natal,2022-06-09,2022,6,25.75,25.599999999999998,58
Natal,2022-07-15,2022,7,25.1,0.8,31
Natal,2022-09-13,2022,9,25.9,0.2,12
Natal,2022-06-19,2022,6,26.55,0.0,23
Natal,2022-09-11,2022,9,25.7,0.0,7
Natal,2022-08-28,2022,8,25.15,0.2,11
Natal,2022-09-02,2022,9,25.25,0.2,8
Natal,2022-07-30,2022,7,24.950000000000003,4.3999999999999995,21
Natal,2022-08-24,2022,8,25.25,12.0,12
Natal,2022-07-07,2022,7,25.15,40.600000000000016,47
Natal,2022-07-02,2022,7,26.0,57.8,28
Natal,2022-07-03,2022,7,23.5,161.79999999999998,23
,2020-10-31,2020,10,26.5,11.8,
Natal,2020-12-24,2020,12,26.65,4.4,2
,2020-11-01,2020,11,28.05,0.0,
Natal,2020-03-11,2020,3,28.05,2.2,7
Natal,2020-03-12,2020,3,26.1,50.39999999999999,12
Natal,2020-04-01,2020,4,28.2,2.6,1
Natal,2020-03-09,2020,3,27.9,0.0,4
,2020-03-29,2020,3,27.950000000000003,4.800000000000001,
Natal,2020-03-10,2020,3,27.85,0.0,8
,2020-04-11,2020,4,27.9,5.199999999999999,
Natal,2020-04-15,2020,4,25.75,56.199999999999996,3
Natal,2020-04-20,2020,4,27.4,2.4,2
Natal,2020-03-13,2020,3,25.85,113.4,10
Natal,2020-05-04,2020,5,25.8,41.0,7
Natal,2020-04-02,2020,4,27.6,34.2,1
Natal,2020-04-24,2020,4,27.4,7.000000000000001,4
Natal,2020-01-04,2020,1,28.8,0.0,2
,2020-04-25,2020,4,27.6,8.4,
Natal,2020-06-23,2020,6,25.95,0.0,3
Natal,2020-06-12,2020,6,26.5,13.400000000000002,3
Natal,2020-08-16,2020,8,26.1,0.0,3
Natal,2020-05-15,2020,5,25.8,19.8,4
Natal,2020-04-18,2020,4,27.799999999999997,6.2,3
Natal,2020-07-21,2020,7,24.8,6.800000000000001,1
Natal,2020-05-22,2020,5,26.35,60.199999999999996,2
Natal,2020-10-12,2020,10,26.75,0.0,2
Natal,2020-09-17,2020,9,25.8,1.4,2
Natal,2020-06-18,2020,6,24.05,24.799999999999997,1
Natal,2020-06-16,2020,6,24.85,14.2,2
Natal,2020-08-10,2020,8,25.2,1.8,3
,2020-07-18,2020,7,23.950000000000003,28.400000000000002,
Natal,2017-01-12,2017,1,27.9,0.0,5
,2017-02-09,2017,2,28.200000000000003,0.0,
,2017-04-10,2017,4,26.5,3.8000000000000003,
Natal,2017-02-07,2017,2,27.950000000000003,0.0,1
,2017-03-09,2017,3,27.85,0.4,
,2017-01-13,2017,1,28.35,0.0,
Natal,2017-11-30,2017,11,28.25,0.0,1
Natal,2017-02-06,2017,2,27.950000000000003,0.0,1
,2017-02-28,2017,2,27.4,10.4,
Natal,2017-01-11,2017,1,28.25,0.0,1
Natal,2017-03-08,2017,3,27.7,8.4,2
Natal,2017-12-21,2017,12,28.25,0.2,1
Natal,2017-05-05,2017,5,26.95,0.6,1
,2017-05-10,2017,5,27.15,0.0,
,2017-11-15,2017,11,26.4,0.2,
,2017-01-08,2017,1,26.549999999999997,1.4,
,2017-02-04,2017,2,28.4,0.0,
Natal,2017-06-18,2017,6,26.2,7.2,1
,2017-01-05,2017,1,28.6,0.2,
Natal,2017-10-25,2017,10,27.299999999999997,0.0,1
,2017-02-19,2017,2,27.1,3.0,
Natal,2017-01-26,2017,1,27.85,0.0,1
Natal,2017-04-23,2017,4,27.1,4.2,1
,2017-06-11,2017,6,27.85,0.0,
,2017-10-05,2017,10,25.4,16.8,
Natal,2017-05-26,2017,5,27.25,0.0,2
Natal,2017-01-27,2017,1,28.75,0.0,1
,2017-06-25,2017,6,23.5,40.0,
Natal,2017-11-28,2017,11,27.9,0.0,4
,2017-06-03,2017,6,27.0,0.0,
,2017-07-27,2017,7,24.4,6.199999999999999,
Natal,2017-08-23,2017,8,24.95,2.8,4
Natal,2017-09-29,2017,9,25.950000000000003,0.8,3
,2017-10-19,2017,10,27.0,1.6,
,2017-09-23,2017,9,24.85,6.4,
,2017-08-05,2017,8,25.95,0.0,
Natal,2017-07-02,2017,7,25.3,0.2,1
Natal,2017-07-14,2017,7,25.5,0.0,1
Natal,2017-09-04,2017,9,25.35,0.0,1
,2017-09-03,2017,9,25.200000000000003,0.0,
Natal,2018-04-06,2018,4,28.950000000000003,0.0,65
Natal,2018-04-07,2018,4,27.05,2.4000000000000004,33
Natal,2018-03-18,2018,3,27.65,0.0,8
Natal,2018-03-06,2018,3,27.5,14.599999999999998,9
Natal,2018-01-29,2018,1,28.3,0.0,2
Natal,2018-02-21,2018,2,28.6,0.0,7
Natal,2018-02-14,2018,2,24.95,63.0,1
Natal,2018-11-04,2018,11,28.1,0.0,1
Natal,2018-03-09,2018,3,28.7,0.0,14
Natal,2018-10-22,2018,10,28.299999999999997,0.0,4
Natal,2018-12-27,2018,12,27.15,0.0,3
Natal,2018-02-09,2018,2,27.3,6.4,3
Natal,2018-12-22,2018,12,27.6,0.2,1
,2018-01-09,2018,1,28.450000000000003,0.0,
Natal,2018-05-18,2018,5,26.3,,71
Natal,2018-03-27,2018,3,27.85,0.0,32
Natal,2018-11-20,2018,11,28.299999999999997,0.0,9
Natal,2018-09-23,2018,9,26.8,0.0,11
Natal,2018-12-21,2018,12,27.4,0.2,1
Natal,2018-11-19,2018,11,27.799999999999997,1.2,8
,2018-12-09,2018,12,28.85,0.0,
Natal,2018-01-05,2018,1,28.6,0.0,1
Natal,2018-06-07,2018,6,26.15,,63
Natal,2018-10-25,2018,10,27.4,0.0,5
Natal,2018-10-11,2018,10,27.65,0.0,7
Natal,2018-07-05,2018,7,26.0,0.0,42
Natal,2018-12-13,2018,12,27.25,0.0,2
Natal,2018-06-05,2018,6,25.6,,65
Natal,2018-05-01,2018,5,26.6,,40
Natal,2018-12-19,2018,12,27.4,0.4,5
Natal,2018-08-15,2018,8,27.1,0.0,22
Natal,2018-10-13,2018,10,27.6,0.0,9
Natal,2018-06-08,2018,6,26.85,,53
Natal,2018-08-24,2018,8,25.85,0.4,20
Natal,2018-07-16,2018,7,25.6,0.0,48
Natal,2018-07-29,2018,7,25.299999999999997,0.8,12
Natal,2018-06-16,2018,6,25.55,,23
Natal,2018-08-08,2018,8,25.3,0.0,24
Natal,2018-06-18,2018,6,24.700000000000003,,62
Natal,2019-11-22,2019,11,27.95,0.0,2
Natal,2019-11-20,2019,11,27.9,0.0,4
Natal,2019-12-14,2019,12,28.0,0.0,3
Natal,2019-01-22,2019,1,27.65,,10
Natal,2019-10-16,2019,10,27.5,0.0,2
Natal,2019-10-02,2019,10,26.15,1.0,12
Natal,2019-09-24,2019,9,26.6,0.0,7
Natal,2019-11-10,2019,11,28.05,0.0,2
Natal,2019-06-07,2019,6,26.4,0.0,22
Natal,2019-11-19,2019,11,28.15,0.0,6
Natal,2019-12-25,2019,12,28.55,0.0,1
Natal,2019-12-01,2019,12,28.35,0.0,1
Natal,2019-09-16,2019,9,25.95,0.0,25
Natal,2019-03-16,2019,3,27.35,0.0,2
,2019-12-29,2019,12,28.700000000000003,0.0,
Natal,2019-05-02,2019,5,27.1,20.599999999999998,25
Natal,2019-09-02,2019,9,26.9,0.2,31
Natal,2019-03-07,2019,3,27.9,0.2,5
Natal,2019-08-20,2019,8,25.8,0.0,49
Natal,2019-05-10,2019,5,28.1,0.0,37
Natal,2019-03-09,2019,3,27.75,21.8,1
Natal,2019-11-26,2019,11,28.4,1.0,2
Natal,2019-12-24,2019,12,28.75,0.0,2
Natal,2019-05-05,2019,5,27.4,0.0,6
Natal,2019-10-27,2019,10,27.15,1.2,1
Natal,2019-08-30,2019,8,24.950000000000003,0.2,42
Natal,2019-01-13,2019,1,27.55,,4
Natal,2019-06-26,2019,6,26.049999999999997,0.4,52
Natal,2019-03-08,2019,3,27.75,0.6000000000000001,6
Natal,2019-01-26,2019,1,27.9,,2
Natal,2019-01-20,2019,1,28.700000000000003,,2
Natal,2019-09-04,2019,9,26.2,5.199999999999999,14
Natal,2019-09-30,2019,9,26.75,0.0,14
Natal,2019-06-23,2019,6,25.2,1.4,7
Natal,2019-08-15,2019,8,25.200000000000003,1.0,12
Natal,2019-03-12,2019,3,27.5,29.4,2
Natal,2019-05-22,2019,5,27.549999999999997,0.0,19
Natal,2019-02-03,2019,2,28.0,0.0,1
Natal,2019-03-29,2019,3,27.05,16.2,12
Natal,2019-05-08,2019,5,26.9,52.0,27
Natal,2019-03-03,2019,3,26.3,12.200000000000001,2
Natal,2019-04-06,2019,4,27.1,21.2,27
Natal,2019-03-15,2019,3,26.4,38.6,5
Natal,2019-03-13,2019,3,26.15,41.8,4
,2021-01-07,2021,1,28.85,0.0,
,2021-01-23,2021,1,27.65,0.4,
,2021-01-28,2021,1,28.8,0.0,
Natal,2021-02-13,2021,2,28.5,0.0,1
Natal,2021-02-18,2021,2,29.0,0.0,1
Natal,2021-02-22,2021,2,29.25,0.0,4
Natal,2021-02-25,2021,2,29.700000000000003,0.0,2
Natal,2021-03-04,2021,3,27.7,0.0,1
Natal,2021-03-11,2021,3,29.5,0.0,2
Natal,2021-03-23,2021,3,27.25,0.2,2
Natal,2021-04-01,2021,4,29.15,0.0,1
Natal,2021-04-19,2021,4,28.65,0.0,1
Natal,2021-04-26,2021,4,27.5,0.0,2
Natal,2021-05-10,2021,5,27.05,0.0,2
,2021-05-12,2021,5,26.25,0.0,
,2021-05-14,2021,5,25.6,0.0,
Natal,2021-05-23,2021,5,27.450000000000003,0.0,2
,2021-05-25,2021,5,27.1,0.0,
Natal,2021-05-29,2021,5,26.799999999999997,0.0,1
,2021-06-06,2021,6,26.85,0.0,
Natal,2021-06-11,2021,6,26.65,0.0,6
Natal,2021-06-12,2021,6,26.5,0.0,2
Natal,2021-06-25,2021,6,26.9,0.0,1
,2021-07-26,2021,7,25.799999999999997,0.0,
,2021-08-05,2021,8,25.35,0.0,
Natal,2021-08-20,2021,8,25.0,0.0,3
Natal,2021-08-21,2021,8,25.200000000000003,0.0,4
Natal,2021-08-23,2021,8,24.7,0.0,4
Natal,2021-09-01,2021,9,25.7,0.0,4
Natal,2021-09-14,2021,9,26.5,0.0,1
Natal,2021-09-17,2021,9,26.35,0.2,5
Natal,2021-09-21,2021,9,26.55,0.0,2
Natal,2021-09-23,2021,9,27.75,0.0,4
Natal,2021-09-25,2021,9,27.35,0.0,1
,2021-10-05,2021,10,28.05,0.0,
,2021-10-08,2021,10,28.25,0.0,
Natal,2021-10-12,2021,10,28.15,0.0,4
Natal,2021-11-05,2021,11,29.1,0.0,2
Natal,2021-11-09,2021,11,28.5,0.0,4
Natal,2021-11-17,2021,11,27.55,0.0,4
Natal,2021-12-07,2021,12,28.05,0.0,4
,2021-12-12,2021,12,29.25,0.0,
Natal,2023-02-08,2023,2,27.35,0.2,4
Natal,2024-08-31,2024,8,25.35,0.0,4
Natal,2023-07-16,2023,7,26.549999999999997,1.0,8
Natal,2023-05-11,2023,5,28.35,0.0,3
Natal,2023-02-11,2023,2,26.950000000000003,4.800000000000001,7
Natal,2024-11-14,2024,11,27.95,0.0,3
Natal,2023-08-07,2023,8,25.55,10.4,4
Natal,2023-03-23,2023,3,26.6,0.2,9
Natal,2023-02-13,2023,2,28.700000000000003,0.4,3
Natal,2024-08-30,2024,8,25.4,0.4,9
Natal,2023-02-12,2023,2,28.1,0.0,4
Natal,2023-05-01,2023,5,27.5,1.8,2
Natal,2023-10-06,2023,10,28.049999999999997,0.0,4
Natal,2024-09-07,2024,9,26.9,0.0,4
Natal,2023-09-18,2023,9,26.05,2.0,7
Natal,2023-05-19,2023,5,27.9,0.0,3
Natal,2024-10-14,2024,10,27.6,0.0,9
Natal,2023-04-30,2023,4,27.8,3.8,3
Natal,2024-08-23,2024,8,25.85,2.2,6
Natal,2023-09-19,2023,9,26.1,1.8,4
Natal,2023-02-23,2023,2,28.35,0.4,5
Natal,2023-08-08,2023,8,25.7,12.399999999999999,7
Natal,2023-07-02,2023,7,,,1
Natal,2023-11-11,2023,11,,,1
Natal,2023-11-15,2023,11,,,1
Natal,2023-07-03,2023,7,,,5
Natal,2023-06-24,2023,6,,,6
Natal,2023-01-04,2023,1,,,3
Natal,2023-11-26,2023,11,,,2
Natal,2023-01-06,2023,1,26.200000000000003,0.0,8
Natal,2023-11-10,2023,11,,,2
Natal,2024-02-06,2024,2,,,15
Natal,2024-05-05,2024,5,,,18
Natal,2024-05-18,2024,5,,,22
Natal,2024-08-15,2024,8,,,18
Natal,2024-05-21,2024,5,30.1,0.0,12
Natal,2024-04-27,2024,4,,,9
Natal,2024-04-17,2024,4,,,23
Natal,2024-04-22,2024,4,,,27
Natal,2024-02-10,2024,2,,,7
Natal,2024-02-14,2024,2,,,6
Natal,2024-02-04,2024,2,,,10
Natal,2024-04-05,2024,4,,,24
Natal,2024-07-26,2024,7,,,6
Natal,2024-07-27,2024,7,,,6
Natal,2024-03-28,2024,3,,,24
Natal,2024-06-10,2024,6,,,4
Natal,2024-06-06,2024,6,,,4
Natal,2024-01-11,2024,1,,,5
Natal,2024-02-26,2024,2,,,38
Natal,2024-05-22,2024,5,30.0,0.0,11
Natal,2024-02-15,2024,2,,,9
Natal,2024-06-22,2024,6,,,5
Natal,2024-02-25,2024,2,,,34
Natal,2024-08-07,2024,8,,,7
Natal,2024-06-20,2024,6,,,14
Natal,2024-01-05,2024,1,,,3
Natal,2024-07-18,2024,7,,,14
Natal,2024-01-18,2024,1,,,1
Natal,2023-04-03,2023,4,27.6,0.0,8
Natal,2023-04-18,2023,4,28.05,0.0,11
Natal,2023-03-21,2023,3,27.9,0.2,9
Natal,2023-08-28,2023,8,26.6,0.0,4
Natal,2023-08-16,2023,8,25.299999999999997,0.6000000000000001,3
Natal,2024-10-09,2024,10,27.15,0.0,4
Natal,2023-04-16,2023,4,27.8,1.2,2
Natal,2023-06-18,2023,6,26.75,1.2,3
Natal,2023-06-09,2023,6,25.0,30.599999999999998,3
Natal,2023-01-21,2023,1,28.15,0.2,1
,2023-07-23,2023,7,25.4,1.4,
Natal,2023-06-15,2023,6,25.95,40.4,10
,2023-02-24,2023,2,27.450000000000003,12.4,
Natal,2023-03-27,2023,3,26.75,0.2,8
Natal,2015-12-29,2015,12,26.65,0.0,2
Natal,2015-12-31,2015,12,28.25,0.0,1
,2015-12-20,2015,12,27.25,0.6000000000000001,
Natal,2015-12-16,2015,12,28.75,0.0,2
Natal,2015-03-14,2015,3,27.75,0.0,1
Natal,2015-11-18,2015,11,27.700000000000003,0.0,3
Natal,2015-03-10,2015,3,27.5,9.399999999999999,4
Natal,2015-02-22,2015,2,26.65,1.6,3
Natal,2015-04-03,2015,4,27.55,0.0,1
Natal,2015-04-08,2015,4,27.95,4.6,4
Natal,2015-04-20,2015,4,27.45,0.0,6
Natal,2015-03-02,2015,3,26.65,14.399999999999999,3
,2015-09-30,2015,9,27.2,0.0,
Natal,2015-03-09,2015,3,26.85,21.8,6
Natal,2015-05-26,2015,5,28.8,0.0,2
Natal,2015-01-04,2015,1,28.15,0.0,2
Natal,2015-04-26,2015,4,28.65,0.0,1
Natal,2015-04-15,2015,4,27.8,0.0,7
Natal,2015-10-02,2015,10,27.3,0.0,1
,2015-11-11,2015,11,27.049999999999997,0.0,
Natal,2015-05-25,2015,5,28.85,0.0,1
,2015-12-07,2015,12,28.4,0.0,
Natal,2015-06-17,2015,6,25.75,2.6,1
Natal,2015-06-08,2015,6,26.45,12.8,2
Natal,2015-12-08,2015,12,28.9,0.0,1
,2015-09-10,2015,9,27.1,0.0,
,2015-10-08,2015,10,26.5,0.0,
,2015-06-04,2015,6,26.35,20.8,
Natal,2015-03-29,2015,3,28.0,2.5999999999999996,1
,2015-12-01,2015,12,28.5,0.0,
,2015-05-23,2015,5,27.6,0.0,
Natal,2015-09-18,2015,9,26.65,0.0,1
Natal,2015-08-26,2015,8,26.9,0.0,1
Natal,2015-07-23,2015,7,25.6,1.2,1
Natal,2015-10-20,2015,10,27.4,0.0,3
,2015-09-01,2015,9,25.0,3.2,
,2015-08-16,2015,8,25.0,1.2,
,2015-06-21,2015,6,26.35,34.8,
Natal,2015-09-15,2015,9,27.35,0.0,4
Natal,2023-09-12,2023,9,26.299999999999997,1.8000000000000003,4
Natal,2024-06-21,2024,6,,,6
Natal,2016-01-29,2016,1,27.700000000000003,0.0,24
Natal,2016-01-30,2016,1,27.1,0.0,2
Natal,2016-01-07,2016,1,28.25,0.0,1
Natal,2016-01-04,2016,1,28.9,0.0,4
Natal,2016-02-29,2016,2,28.05,1.0,11
Natal,2016-02-28,2016,2,28.400000000000002,0.0,3
Natal,2016-02-26,2016,2,28.25,0.0,29
Natal,2016-03-08,2016,3,28.4,0.0,5
,2016-11-14,2016,11,27.9,0.0,
,2016-11-23,2016,11,28.05,0.0,
,2016-11-12,2016,11,27.85,0.0,
,2016-04-21,2016,4,27.6,1.2000000000000002,
,2016-12-22,2016,12,26.5,32.0,
,2016-03-20,2016,3,27.9,0.0,
,2016-12-06,2016,12,28.55,0.0,
Natal,2016-04-06,2016,4,27.65,9.2,3
,2016-05-08,2016,5,27.0,0.6,
Natal,2016-12-30,2016,12,27.4,0.0,1
,2016-09-30,2016,9,27.25,0.0,
Natal,2016-12-16,2016,12,28.75,0.0,2
,2016-10-09,2016,10,27.8,0.0,
Natal,2016-03-16,2016,3,27.2,27.2,9
Natal,2016-05-12,2016,5,27.15,0.2,2
,2016-11-03,2016,11,27.549999999999997,0.0,
Natal,2016-11-07,2016,11,26.799999999999997,2.8000000000000003,2
,2016-10-10,2016,10,26.95,1.0,
Natal,2016-06-09,2016,6,27.65,0.0,3
,2016-07-12,2016,7,26.05,0.0,
,2016-09-08,2016,9,25.700000000000003,0.0,
,2016-06-22,2016,6,24.5,28.799999999999994,
Natal,2016-10-13,2016,10,25.950000000000003,0.0,3
,2016-07-22,2016,7,25.45,0.0,
,2016-06-10,2016,6,27.85,0.0,
,2016-08-18,2016,8,25.6,0.0,
,2016-09-17,2016,9,27.4,0.0,
,2016-07-08,2016,7,26.9,0.0,
,2016-09-12,2016,9,25.700000000000003,1.4,
,2016-06-12,2016,6,26.65,0.0,
,2016-06-19,2016,6,26.15,0.4,
Natal,2016-06-17,2016,6,25.3,0.2,1
,2016-07-02,2016,7,25.799999999999997,4.8,
,2016-06-29,2016,6,25.6,0.0,
,2016-07-03,2016,7,25.6,2.1999999999999997,
Natal,2022-01-05,2022,1,28.5,0.0,1
Natal,2022-04-03,2022,4,27.049999999999997,0.0,13
Natal,2022-12-30,2022,12,,,2
Natal,2022-02-27,2022,2,29.4,0.0,3
Natal,2022-03-15,2022,3,27.85,0.0,6
Natal,2022-03-23,2022,3,27.549999999999997,0.0,6
Natal,2022-04-10,2022,4,27.85,0.0,15
Natal,2022-12-02,2022,12,,,1
Natal,2022-02-28,2022,2,29.65,0.0,3
Natal,2022-03-31,2022,3,28.950000000000003,0.0,8
Natal,2022-04-24,2022,4,26.75,0.0,7
Natal,2022-11-24,2022,11,,,7
,2022-12-09,2022,12,,,
Natal,2022-12-20,2022,12,,,4
,2022-01-02,2022,1,29.5,0.0,
Natal,2022-03-17,2022,3,27.25,0.0,8
Natal,2022-04-19,2022,4,27.85,0.0,53
Natal,2022-03-11,2022,3,28.200000000000003,0.0,5
Natal,2022-03-28,2022,3,29.950000000000003,0.0,8
,2022-01-01,2022,1,29.450000000000003,0.0,
Natal,2022-04-09,2022,4,28.25,0.0,21
,2022-11-17,2022,11,28.15,0.0,
Natal,2022-11-11,2022,11,28.799999999999997,0.0,2
Natal,2022-05-02,2022,5,27.549999999999997,,41
Natal,2022-04-29,2022,4,27.299999999999997,0.0,33
Natal,2022-10-22,2022,10,28.0,0.0,3
Natal,2022-11-06,2022,11,27.95,0.0,3
Natal,2022-06-03,2022,6,25.75,,54
Natal,2022-07-21,2022,7,25.2,13.6,29
Natal,2022-10-27,2022,10,27.85,0.0,7
Natal,2022-06-27,2022,6,25.7,0.2,29
Natal,2022-09-17,2022,9,25.95,0.0,3
Natal,2022-08-08,2022,8,25.3,0.0,35
Natal,2022-05-06,2022,5,26.1,,44
Natal,2022-07-25,2022,7,25.2,0.0,14
Natal,2022-10-03,2022,10,26.1,0.0,2
Natal,2022-07-04,2022,7,25.6,35.4,49
Natal,2022-05-23,2022,5,25.1,,47
Natal,2022-11-15,2022,11,28.1,0.0,2
Natal,2022-10-19,2022,10,27.8,0.0,4
Natal,2022-08-27,2022,8,24.85,5.6,18
Natal,2022-08-21,2022,8,25.3,0.0,14
Natal,2022-08-11,2022,8,25.5,0.0,21
Natal,2022-08-26,2022,8,25.200000000000003,0.0,19
Natal,2022-09-09,2022,9,25.05,0.0,5
Natal,2022-08-10,2022,8,25.75,0.0,26
Natal,2022-08-14,2022,8,24.950000000000003,3.4000000000000004,12
,2020-10-24,2020,10,27.35,1.5999999999999999,
,2020-10-25,2020,10,27.95,0.0,
,2020-11-17,2020,11,28.35,0.0,
Natal,2020-12-11,2020,12,28.5,0.0,2
,2020-12-25,2020,12,28.4,0.0,
,2020-10-27,2020,10,27.95,0.0,
,2020-12-17,2020,12,28.75,0.0,
,2020-11-24,2020,11,25.8,15.399999999999999,
,2020-12-01,2020,12,28.5,0.0,
,2020-12-26,2020,12,28.35,0.0,
,2020-11-16,2020,11,28.3,0.0,
Natal,2020-04-04,2020,4,28.6,3.0,2
Natal,2020-01-14,2020,1,28.15,0.0,2
Natal,2020-03-15,2020,3,27.9,2.8000000000000003,2
,2020-03-21,2020,3,28.05,0.0,
Natal,2020-01-26,2020,1,28.95,0.2,1
Natal,2020-02-16,2020,2,28.2,0.0,2
Natal,2020-01-09,2020,1,26.299999999999997,54.6,9
Natal,2020-02-29,2020,2,28.25,1.2,5
Natal,2020-01-03,2020,1,28.549999999999997,2.2,5
Natal,2020-10-03,2020,10,27.1,0.0,1
Natal,2020-05-08,2020,5,27.299999999999997,0.0,2
Natal,2020-05-27,2020,5,27.1,0.0,4
Natal,2020-09-30,2020,9,26.75,0.0,2
Natal,2020-08-21,2020,8,25.8,12.8,2
Natal,2020-04-17,2020,4,27.7,3.4,1
Natal,2020-08-26,2020,8,25.700000000000003,0.0,1
Natal,2020-04-29,2020,4,27.85,6.000000000000001,3
Natal,2020-09-18,2020,9,25.25,0.0,3
Natal,2020-05-09,2020,5,27.3,0.0,2
Natal,2020-06-15,2020,6,26.45,0.4,3
,2020-09-29,2020,9,27.299999999999997,0.0,
,2020-08-28,2020,8,25.450000000000003,0.0,
,2020-08-23,2020,8,25.55,0.0,
Natal,2020-09-09,2020,9,25.8,14.200000000000001,1
Natal,2020-08-06,2020,8,24.5,1.2,15
Natal,2020-08-04,2020,8,25.05,0.0,5
,2017-01-15,2017,1,28.450000000000003,0.2,
,2017-03-06,2017,3,28.45,0.0,
,2017-02-08,2017,2,27.55,0.0,
Natal,2017-04-19,2017,4,27.15,1.4,1
Natal,2017-11-18,2017,11,27.35,1.0,2
Natal,2017-02-24,2017,2,26.55,10.399999999999999,1
Natal,2017-12-02,2017,12,27.05,2.6000000000000005,1
,2017-02-23,2017,2,27.4,2.0,
,2017-04-30,2017,4,25.8,12.000000000000002,
,2017-05-04,2017,5,26.65,7.0,
Natal,2017-05-21,2017,5,28.35,0.0,3
,2017-04-28,2017,4,28.15,3.4,
Natal,2017-05-22,2017,5,27.549999999999997,1.4,1
Natal,2017-02-20,2017,2,27.85,0.6,2
Natal,2017-10-11,2017,10,26.65,0.2,1
